body,number,time,user
"Je suis très inquiète de la réalisation de ce projet qui me paraît être en contradiction avec la réalité du Vercors. Je me pose notamment beaucoup de questions sur le stationnement dans le village et à la côte 2000, la gestion de l'eau en approvisionnement et en traitement, la circulation automobile et ses nuisances sonores.
Je pense que ce projet est destiné à satisfaire des intérêts financiers et non pas ceux des habitants. Ce n'est pas un projet intégré mais un projet placardé au sein d'un territoire.",3039,2025-04-29 16:38:00,Anonymisé
"Un projet non concerté est ce un projet ?
Les parties prenantes occultées
L'argent roi en Vercors ?
La dignité des montagnards bafouée 
Et bien non !
Les solutions s'envisagent ensemble
C'est parachuté inadapté
Nul et non bienvenu
JE SUIS CONTRE",3038,2025-04-29 16:37:00,Anonyme
"Projet gigantesque pour une petite station de montage sans les équipements adéquates ( comme la station d'épuration déjà insuffisante en saison, les routes déjà très encombrées....etc) avoir des projets c'est super mais à échelle de Villard donc je suis contre ce projet",3037,2025-04-29 16:36:00,Anonyme
"Bonjour,
Tout d'abord je ne comprend pas que l'on peut déposer une contribution en étant ni habitant ou résident secondaire de la commune. Depuis 130 ans Villard vit du tourisme, des générations de bâtisseurs ont donné l'allant et le visage de notre station. Nous avons un nouveau projet qui peut nous aider à passer la transition jusqu'aux années 2050, alors oui je suis pour. Les arguments de pénurie d'eau ou de chantier qui nuirait à la vie quotidienne n'est pas réaliste 700 lits c'est moins de 10% des lits actuels du Balcon et des Glovettes. La surface plancher n'est pas plus importante que fut la construction du lycée. La suppression de 250 lits aux Gauchets, la suppression de l'immeuble qui devait se faire sous la Verrière sont autant de lits gagnés.",3036,2025-04-29 16:33:00,Anonyme
"Je viens pratiquer le ski à Villard de Lans et Corrençon-en Vercors depuis plus de 40 années car j'ai trouvé dans cet ensemble une ambiance chaleureuse, familiale et conviviale à tous points de vue.
     J'ai consulté les projets d'urbanisation projetés par le groupe où siège Tony Parker et je les trouve démesurés et inadaptés.   Au lieu-dit Côte 2000, à peine la moitié des logements restent vacants, voire 75% hors périodes scolaires, même constat pour l'ensemble des Glovettes et l'on projette 900 lits de plus!  Irréaliste car les structures ne suivraient pas, tant pour le ski que les transports et les magasins qui devraient également absorber les centaines de lits prévus à Corrençon. Alors NON AU PROJET",3035,2025-04-29 16:31:00,Anonymisé
"Projet démesuré complètement inapproprié s'adressant à une clientèle de luxe aux antipodes des désirs des habitants locaux . Projet inadapté loin des recommandations actuelles visant à limiter les dépenses d'énergie , la pollution et le sur tourisme .
Nous souhaitons à la place un ecotourisme lié à une clientèle plus modeste désireuse de venir respirer le",3034,2025-04-29 16:29:00,Anonymisé
"Je suis très étonné !

Lorsque qu'il s'agit de préserver l'environnement et la biodiversité, la CCMV fait un travail formidable de pédagogie. Elle a part exemple incité les élèves et les parents à utiliser des transports doux (à pied, en vélos). La prise de conscience est là, répété dans les magazines et sur le site de la CCMV et parfois des communes.
Par contre, quand il s'agit de demander l'avis des habitants sur des projets extrêmement impactant pour l'environnement comme l'UTNS et l'UTNL, les communications sont à minima.
Par exemple, le compte Facebook de la CCMV n'a jamais publié d'information et encore moins de relance pour participer aux PPVE ... alors que chaque jour ou presque il y a des recommandation, des activités, des décisions en faveur de l'environnement et de la biodiversité.

Puis, il y a cette confusion répétée, d'organiser 2 consultations en même temps, pour 2 sujets et avec 2 modalités différentes ! Pourtant, le ""tant aimé"" commissaire enquêteurs de l'enquête publique sur la modification n°2 du PLUIH avait clairement mise en avant ce trouble à voir l'été dernier 2 consultations en même temps pour 2 sujets différents !

Madame la Préfète, nous comptons sur vous pour prendre en compte cet aspect technique de la consultation, on voit clairement des personnes qui répondent ici pour l'UTNL de Corrençon soit par confusion, soit pour rester anonyme (dans des petits villages comme les nôtres, il est difficile de parler à visage découvert sans avoir des lettres anonymes, des fausses dénonciations sur les réseaux sociaux ou des invectives dans la rue).",3033,2025-04-29 16:26:00,Anonyme
"Je suis favorable au projet, qui constitue un tout associé à la reconduction de l’exploitation des remontées mécaniques. Sans cette dynamique, la transition vers l’avenir risque d’être très compliqué.",3032,2025-04-29 16:23:00,Anonymisé
"Je suis habitante du Vercors depuis enfant, j’y ai aussi travaillé et je suis contre ce projet climaticide et en inadéquation avec l’esprit du lieu. Un autre Vercors est possible, plus résilient, plus en lien avec la nature, les gens qui y vivent et ceux qui passent l’admirer. 
Un projet de complexe hotelier pareil n’a pas sa place pour nous qui aimons et vivons cet endroit.",3031,2025-04-29 16:22:00,Anonyme
"Bonjour, 
je suis globalement ""pour"" ce projet qui va permettre de dynamiser et moderniser la station de ski et ouvrir l'offre aux 4 saisons permettant une attractivité accrue de Villard.

Néanmoins, j'ai les commentaires et reserves suivantes. 
Pendant les travaux, comment pourrons nous acceder au domaine sachant que les parkings P1 et P2 seront réquisitionnés ? C'est déjà une catastrophe (cf Noel 2024) et cela va devenir un enfer pendant les travaux. 
Après les travaux, le parking souterrain venant compenser le P1 devient payant et va alourdir très fortement le prix de la journée ski. Cela aura un effet néfaste de la frequentation de la station qui se dirigera vers Chamrousse ou 7 laux. 
2 propositions: offrir une forte réduction du prix (-50%) dès lors que l'on achete un forfait et offrir la gratuité (ou très forte réduction) pour les titulaires de forfait année.

Concernant la ressource en eau, je trouve abhérant de devoir utiliser de l'eau potable pour alimenter les canons à neige. Il serait nécessaire de réaliser des études pour mieux collecter l'eau de pluie, la stocker et l'utiliser pour cet usage de loisir. Le projet de retenue à la coline des Bains permettant de concilier loisir et alimentation des canons devrait être poussé c'est un beau projet. 

Le projet n'a pas démontré clairement que le problème de la capacité de traitement des eaux est traité. Il y a certe la refection d'une partie du réseau mais cela ne répond qu'en partie au problème. 

La viabilité du projet repose aussi sur l'offre ski et avec le changement climatique, des investissements en particulier sur les canons à neige seront nécessaire. Comment ces investissement s'articulent-il vs ce projet immobilier?

merci d'avance pour vos réponses",340,2025-04-01 20:09:00,Anonymisé
"Je pense que ce projet est une très bonne chose pour la Commune de Villard de Lans,  la station doit se diversifier. Cela permettra de faire marcher l'économie. 
Ma réponse est :FAVORABLE  AU PROJET",339,2025-04-01 20:05:00,Anonyme
"Pour un autre projet bien sûr plutôt que celui-ci qui est d’un autre temps, celui du passé.
Réfléchir à court terme c’est la garantie de faire n’importe quoi et c’est le chemin qu’a décidé de prendre ce projet. 
Eau, impact environnemental, modèle économique, ancrage local, tous les indicateurs sont rouges et vont à l’encontre des besoins du territoire. Grande lucidité attendue !",338,2025-04-01 20:04:00,Anonyme
Cette contribution est prise en compte mais n'est pas visible car elle comprend des propos considérés comme non publiables.,337,2025-04-01 20:02:00,Anonyme
"Projet à l’encontre du plateau, l’appât du gain comme le veut notre société est entrain de tout abîmer, la nature, l’environnement, la relation entre individus.Lorsque l’on voit qu’à Noël nous n’étions pas capable de déneiger, obligé de refuser l’accès aux pieds de pistes, le retour vers Grenoble était infernal, 3 heures pour descendre, vous avez raison augmentez la capacité, peut-être qu’il faudrait mettre un péage……
Un référendum pour un tel projet serait le bienvenu.",336,2025-04-01 20:00:00,Anonyme
"Un projet suranné qui devrait en appeler un autre, plus adapté aux enjeux de transition de ces territoires.  Parce que oui tous les territoires doivent s’adapter et travailler leur transition. Ouvrez tous les yeux, ce n’est qu’une nouvelle opération immobilière d’aménagement lourd en montagne alors que ces promoteurs pourraient créer le nouveau récit d’une montagne qui respecte ses valeurs et ses ressources. Les élus locaux pensent qu’en signant un projet avec un nom de champion ils deviendront des champions ? Ils sont actuellement les champions de l’amateurisme en pensant que la recherche de marge financière plutôt que d’accompagner l’avenir de ces territoires sur leurs véritables besoins sera salutaire. De l’immobilier déconnecté de sa vie locale, c’est ce que l’on pense être une réponse pertinente ? Laissez faire ces promoteurs uniquement motivés par le gain financier et ces élus par la quête de pouvoir et vous pleurerez de cet échec qui sera à nouveau une verrue paysagère, sociale et économique dans quelques années. Il y a tellement mieux à faire ! Et pour cela on ne peut plus calquer les modèles du passé qui ont eu leur heure de gloire car ça c’était avant. Et nous sommes aujourd’hui en travaillant pour demain. À vous les élus, soyez responsables, arrêtez de faire croire que vous prenez vos responsabilités en favorisant un tel projet, en 2026 vous ne serez peut être plus là, pensez aux générations futures qui hériteront de ces lourds fardeaux. L’intérêt général et territorial ne peut pas passer pas par la satisfaction de vos propres intérêts ou de vos égos. Un peu de bon sens voyons et engagez vous dans un projet qui valorise ce beau Vercors plutôt que de le mener dans des impasses inéluctables, c’est tellement évident pourtant avec ce type de projet. Comment ne pouvez vous pas le reconnaître …",335,2025-04-01 19:57:00,Anonyme
"Je trouve que c’est un beau projet, qui mérite de voir le jour. Un projet avec de belles ambitions.",334,2025-04-01 19:57:00,Anonyme
Positif,333,2025-04-01 19:50:00,Anonymisé
"Totalement d’accord 
Pour sauver notre paysb",332,2025-04-01 19:45:00,Anonyme
Je suis pour !!!!!! Enfin de la nouveauté,331,2025-04-01 19:44:00,Anonyme
"Bonjour,
Beurk pour ce projet mal réfléchi.
Il existe déjà sur le site de VILLARD au Balcon des  immeubles (dont 1 tour) avec une galerie commerciale, le tout  quasiment ""à l'abandon"" après avoir été connu une activité florissante entre 1970 et 2000.

 L'hôtel  local, Le Galaxie mériterait aussi  une renaissance avec par exemple une franchise IBIS /Accor qui attirerait du monde .
Pourquoi ne pas réveiller ce site au lieu de bétonniser encore 18000 m2  et rajouter 700 lits à ceux qui sont vides?
Supprimer le P1 au profit d'un particulier richissime qui créera moins de places pour les skieurs et qui bien sur seront payantes.  Ben tiens....
Pourquoi ne pas déjà avoir rendu  payant ce parking  ce qui remplirait les caisses?

NON NON à ce projet snobinard dans une station familiale de moyenne montagne ou l'enneigement est appelé à disparaitre.
 La station peut se développer sur des activités dynamiques et ludiques sur les autres saisons et elle doit être liée à la vie du village pour assurer leur pérennité.
Ce promoteur peut surement absorber une future faillite, mais les conséquences néfastes seraient à la charge du village.",800,2025-04-06 20:15:00,Anonymisé
Le projet est indispensable à la prospérité du village et la continuité de la station de ski. Ça fait bien longtemps qu’un tel projet aurait dû sortir de terre. En espérant que ça sera que le début.,799,2025-04-06 20:14:00,Anonymisé
Ce projet me parait indispensable à la station de Villard qui depuis toujours a prospèré avec le tourisme .,798,2025-04-06 20:10:00,Anonymisé
"Je suis accompagnatrice en montagne et habitante de Villard. J'ai du travail parce que le Vercors est une destination touristique et que les paysages y sont préservés. 
Ce projet n'est pour ma part, ni concerté, ni pensé avec les acteurs de tourisme locaux, pas plus qu'avec les habitants.
Plus particulièrement, Le projet de Villard de Lans s'adresse à une clientèle qui vivra en huit clos sur côte 2000. 
Pour ma part, cela pourrait probablement me rapporter du travail MAIS JE REFUSE que le lieu où je vive (à savoir les paysages, la vie de village, etc.) ne disparaisse au profit de ce type de projet. Penser la transition touristique est essentielle, mais ce projet n'est ni concerté, ni écologique, c'est une sorte d'illusion qui sera concrètement un huit clos pour une clientèle aisée 
Ce projet ne conciliera pas les objectifs du Parc Naturel Régional du Vercors sur lequel il se construit à savoir :
- préserver la biodiversité (problématique de l'eau, paysage, entre autres)
- encourager la vie sociale des habitants (loisirs, culture, quotidien) : ce projet est purement à destination de portefeuilles aisés, aucune approche culturelle ni de concertation ""entendue et prise en compte"" avec les habitants dont certains sont usagers des lieux
- les activités économiques : oui ça crée du travail mais en mettant en sourdine les commerces et activités déjà existantes et non valorisées... 

Je m'oppose au projet de Villard de Lans mais dans le même esprit, à celui de Corrençon",797,2025-04-06 18:39:00,Anonyme
"Projet démesuré, je suis contre la création de cette résidence hôtelière de luxe qui n'apporte rien d'autre aux commerçants et aux habitants que des frais (de voirie, d'élargissement des réseaux d'eau) et de la pollution. Ce projet témoigne de la corruption au niveau communal qui devient visible dans le fameux échange de terrains qui devrait être interdit par la justice car à l'encontre de l'intérêt des Villardiens, lésés par un échange de terrains aux valeurs non équivalentes.
J'espère qu'anticor se saisira du sujet en temps utile si le tribunal administratif n'a pas assez d'éléments pour décider de l'irrégularité.",796,2025-04-06 18:25:00,Anonymisé
"Bonjour, 
Je suis totalement contre le projet, il me semble plus judicieux de proposer des améliorations sur des structures existantes. L'impact sur l'environnement n'est pas conforme 
Article L122-1 du code de l'environnement. 
Où sont les logements sociaux dans le  projet ?",795,2025-04-06 18:18:00,Anonyme
Bonjour. Habitante des bouches du Rhône et plus particulièrement proche de l'étang de Berre je suis bien placée pour savoir ce que la betonisation galopante signifie. De grands projets inutiles comme celui là correspond à un monde que seul une poignée de privilégiés veulent. La montagne est encore préservée laissez la comme elle est je vous en supplie ne laissez pas les promoteurs faire les mêmes erreurs que sur la côte d'azur où on étouffe de ne plus voir de nature. C'est pourquoi Je suis contre ce projet.,794,2025-04-06 18:16:00,Anonymisé
"Malgré des points positifs sur le projet (non artificialisation des terres, relance de ma dynamique économique) le projet me semble démesuré et d'un autre siècle, bien loin du Vercors accessible et familiale dont les touristes en ont l'image et qui font la renommée du territoire... Et les études fournies semblent peu convaincantes et rigoureuses sur de nombreux points clés qui mériteraient d'être mieux chiffrés (gestion des eaux usées, ressource en eau potable, impact du chantier sur la biodiversité) Et un projet touristique vendu 4 saisons 10 mois sur 12... pour une vue sur un front de neige qui n'existera bientôt plus que quelques semaines par an! Pour toutes ces nombreuses externalités négatives potentielles et l'inconnu qu'elles représentent et qui ne compensent pas le positif du projet, je me positionne CONTRE ce projet",793,2025-04-06 18:10:00,Anonymisé
"Ce projet permettra de développer un tourisme 4 saisons, c’est tout ce qui compte si Villard veux rester une destination touristique. Les resources en eau ont été vérifiées, il n’y aura pas de manque. Au diable les septiques qui contestent pour le plaisir.",792,2025-04-06 17:36:00,Anonyme
Je suis contre ce projet de construction à la côte 2000. Je ne comprends pas comment on peut imaginer que cela va apporter un développement des lits chauds sur 8 mois à  villard de lans. En moins de 5 ans cela redeviendra des lits froids.,791,2025-04-06 17:33:00,Anonyme
"Je pense qu'il y a déjà beaucoup de zone construites dans notre région et des bâtiments à réhabiliter sur Villard de Lans. N'oublions pas que le site fait partie du parc régional du Vercors ( ma commune aussi). Il y peut être d'autres endroits mieux appropriés. Le besoin en eau va grandissant et ce projet ne va qu'aggraver les choses.
Dans notre région, il y a de nombreuses stations de ski qui vont être obligées de s'adapter au réchauffement climatique et qui seraient peut être plus aptes à accueillir un projet de ce type.
Quant aux retombées économiques, elles ne sont pas d'une nécessité vitale. Il suffit de voir les prix de l'immobilier pour ce rendre compte que la région est attractive. Ne parlez pas de ""ruissellement"", l'argument a déjà été utilisé de nombreuses fois par divers gouvernements et...on attend toujours.",330,2025-04-01 19:43:00,Anonymisé
"Contre, pourquoi ne pas étudier une modernisation de l’existant ?",329,2025-04-01 19:25:00,Anonyme
"Une vision du tourisme dépassé,  orienté vers le profit d'une minuscule minorité. Et tous cela au détriment d'une réel remise en question d'alternative viable a l'économie de villard de lans",328,2025-04-01 19:15:00,Anonyme
"Je suis contre ce projet de construction :

1. Impact environnemental. Quelles sont les conséquences potentielles sur la biodiversité, la qualité de l'air et de l'eau, les émissions de gaz à effet de serre, etc.
2. La MRAE a fourni l'étude d'impact environnemental, et vous n'en tenez pas compte, visiblement. 
3. Concernant l'urbanisme et l'aménagement du territoire, le projet ne respecte pas les règles d'urbanisme en vigueur, qu'il va à l'encontre des objectifs de développement durable et il va défigurer le paysage urbain ou naturel.
4. Des nuisances, et sur la santé les risques potentiels existent pour les riverains, tels que les bruits, les vibrations, les émissions de poussières, etc.
5. La viabilité financière du projet, les coûts potentiels pour les contribuables, et les alternatives plus économiques.

6. Des alternatives au projet, telles que des solutions plus durables, plus économes en énergie, ou plus respectueuses de l'environnement existent, comme la réhabilitation des bâtiments du balcon. 
Pour ces raisons, je m'oppose au projet.",327,2025-04-01 19:03:00,Anonyme
Génial ! Enfin des emplois pour les jeunes,326,2025-04-01 18:57:00,Anonyme
"Bonjour. Je suis contre le projet car il va à mon sens à l’encontre du développement socio économique du Vercors pour plusieurs raisons: 
- il va déplacer des foules de touristes qui ne viennent pas pour le territoire mais pour un concept exnihilo tout compris où l’objectif n’est pas decouvrir le territoire mais de tout faire sur place.  
- Dans les activités touristiques, la pollution liée au déplacement est la part là plus importante des gaz à effet de serre. 
- le projet va nécessiter une main d’œuvre de saisonniers et d’emploi peut être plus pérennes mais dans un secteur d’activité qui ne recrute pas! Et quand bien même l’aura du porteur de projet attirera des salariés, cela se fera sans doute au détriment des socio pros déjà en place… car le logement abordable est rare sur le Vercors donc ça sera très probablement des personnes déjà en emploi qui partiront du leur. Effet de vase communiquant : pas t’es fédérateur comme concept entre socio pros! 
- l’argument de dynamiser le site de la cote 2000 est à mon sens faux. Au contraire, un site tout neuf tout beau fera contraste avec les Glovettes et accentuera encore plus sa décrépitude. Hors, Les Glovettes méritent d’être redynamisé, rafraîchis, isolé… pour qu’il ne parte pas en friche. Car architecturalement parlant, les Glovettes sont assez remarquablest! 
Pour finir, nous pouvons légitimement nous poser les questions: est ce que le développement touristique est une fin en soi? Un objectif qu’il faut atteindre à tout prix? Ne pouvons nous pas optimiser et améliorer l’existant ?",325,2025-04-01 18:50:00,Anonyme
"Je suis contre le projet Parker
Pour des raisons d’écologies il y a suffisamment de logements en location saisonnière.
Un peu de respect pour la nature et la faune sauvage sans compter la pollution carbone.
Ce grand complexe hôtelier n’amènera pas en rien au village.
C’est juste une question d’argent pour ces investisseurs.
Une habitante du plateau depuis plusieurs générations.",324,2025-04-01 18:36:00,Anonyme
"Très favorable, ramenera de l'activité l'été.",323,2025-04-01 18:24:00,Anonyme
"Projet d'une trop grosse envergure, démesuré par rapport à la population locale. Ne colle pas avec une vision long terme.",322,2025-04-01 18:16:00,Anonymisé
"Bonjour, des centaines d'emplois dit Mr le Maire de Villard de Lans dans "" mon séjour en montagne"", 2 ou 4 emplois direct dans les précédentes réunions, jusqu'où le mensonge peut-il aller ? Dans quels domaines svp ? Merci Arnaud MATHIEU de nous le préciser. À moins qu'il ne s'agisse d'un leurre. Je suis contre ce projet, qui en plus d'être passéiste, ne va pas engendrer de l'emploi local. Encore moins de production de logements l'année.",321,2025-04-01 18:08:00,Anonyme
Je suis pour le projet.  Qui a déjà été revu.  Sans cela nous allons perdre nos jeunes     Le village mourra.   J’ai tres peur que ce projet soit stoppé,790,2025-04-06 16:45:00,Anonymisé
"Je suis contre, je pense qu’un projet touristique plus sobre, plus écologique et plus local serait davantage en phase avec les enjeux climatiques. Mais si TP et ses équipes arrivent à en faire un modèle de tourisme raisonné, intelligent et durable alors pourquoi pas.",789,2025-04-06 16:36:00,Anonyme
"Bonjour les Humains,
Je suis l'eau de source jaillissante, pure et fraîche. Je nais de la pluie et la neige qui s'infiltrent dans le sol et je ressors où et quand il me plait. Je n'appartiens à personne et souhaite hydrater  tous les êtres vivants de la Terre, Végétaux, Animaux, Minéraux, Sols, Humains ...
Je dévale les pentes des montagnes pour me déverser dans les plaines, arroser les champs, les cultures, remplir les rivières et les lacs.
Vous me croisez au détour d'un chemin, d'un rocher, d'un pré. L'été quand la température monte, quand la pente se fait raide, je vous désaltère, je vous rafraichis. Je vous vois hésiter à me gouter, me boire ne sachant pas si je suis potable. Bonne question. 
Je le suis et le resterai si mon cycle est respecté, si la pluie et la neige sont pures et mes zones de filtration respectées.
Sur de très nombreux territoires, je me suis enfouie. Dans d'autres je me suis taris. Et dans la plupart de vos lieux de vie je ne suis plus que l'ombre de moi même, traitée, javélisée, microfiltrée.
Je suis la Vie, contribue à la Vie et est nécessaire à la Vie.
Alors si vous voulez me retrouver sur votre chemin, dans votre verre, arrosant votre jardin et sous vos skis, lorsque vous imaginez, construisez vos projets d'Humains, merci de vous renseignez auprès de vos experts et penser aux conséquences globales avant de faire un choix éclairé.
L'eau de source.",788,2025-04-06 16:26:00,Anonymisé
"- Ce projet s'apparente à du surtourisme. 700 lits supplémentaires, cela fait combien de skieurs supplémentaires sur des pistes parfois encombrées ?
- Le remplacement des places de parking perdues car occupées par le projet est nébuleux
- La disponibilité en eau en pays karstique (où elle ne se stocke pas) soumis au changement climatique est-elle assurée ? Sans compter qu'il y aura des baigneurs supplémentaires !
- Le réchauffement climatique ne va pas dans le sens d'un enneigement de qualité surtout en altitude moyenne. Fini le temps des constructions pléthoriques des années 70.
Nous sommes CONTRE le projet Parker (comptez 2 contributions).
Au delà de ce projet nous sommes pour la rénovation du parc de remontées mécaniques.",787,2025-04-06 16:01:00,Anonymisé
"Projet non écologique, il y a beaucoup de logements vides qui se dégagent et d'autres manières de relancer l'activité sur le plateau, dans l'intérêt de tous. 
Je suis contre le projet porté par Tony Parker, capitaliste et luxueux et peu en lien avec les valeurs de la vie en montagne.",786,2025-04-06 15:42:00,Anonymisé
"Bonjour 
Je pense que ce projet n’est pas une priorité et ne doit pas avoir lieu. 
Merci",785,2025-04-06 14:56:00,Anonyme
Je suis favorable à ce magnifique projet,784,2025-04-06 14:28:00,Anonyme
"Je suis opposee a ce projet desastreux pour l' environnement et la vie locale.
Projet destructif qui n'a pas sa place a Villard de lans ni a Correncon",783,2025-04-06 13:24:00,Anonyme
Je suis pour le projet,782,2025-04-06 13:11:00,Anonyme
"Bonjour, 
Merci pour ce partage des documents du projet.
Je suis globalement favorable à ce projet qui favorise l’investissement sur une zone des balcons vieillissantes.
Je trouve en revanche regrettable que la partie paysagère (verdure) soit si faible et essentiellement concentrée sur la copropriété des balcons. Cette copropriété fait fasse à de lourds investissements nécessaires pour rénover et améliorer le bâti.
Je trouverai nécessaire que le cout du projet UTNS comprenne une aide financière importante pour rénover les espaces extérieurs/végétaux de la copropriété des balcons de Villard car l’usage sera à la fin global.
Merci",781,2025-04-06 12:43:00,Anonyme
"SAUVEZ la montagne !
Non au projet Tony Parker. 
Aberration écologique.
Ca suffit.",2170,2025-04-28 14:59:00,Anonyme
"Je suis opposée à un tel projet qui va à l'encontre de la sobriété vers laquelle on doit tendre, heureuse mais pas luxueuse... d'autres projets locaux doivent être soutenus et Tony Parker n'aurait même pas dû pouvoir acheter Villard-de-Lans et Corrençon !!",2169,2025-04-28 14:59:00,Anonymisé
Vercors ❤️,2168,2025-04-28 14:59:00,Anonymisé
"Un tel projet rentre en grande contradiction avec l'esprit du Vercors qui est justement attractif par son côté nature et chalets.
De plus, on ne peut pas proposer un projet en ignorant tous les impacts écologiques que cela représente alors que d'autres projets plus éco-respo sables seraient mieux adapté",2167,2025-04-28 14:58:00,Anonyme
"Arrêtons ces projets destructifs et non porteurs d'avenir
Je suis contre ce projet !
Sauvons nos montagnes !",2166,2025-04-28 14:57:00,Anonyme
"Contre le projet ,d'autres modes de développements touristiques sont possible et surtout moins consommateur d'eau et d'énergie.",2165,2025-04-28 14:57:00,Anonymisé
Je suis contre le projet Parker,2164,2025-04-28 14:57:00,Anonymisé
"Projet totalement stupide qui ne profitera qu'aux plus privilégiés.  D'autres projets  pourraient voir le jour, ouvert à tous, sans sacrifier le Vercors.",2163,2025-04-28 14:57:00,Anonyme
"Je suis contre ce projet qui sert uniquement les intérêts de Monsieur Tony Parker.
C'est une privatisation de la montagne au profit d'une minorité d'extra riche au détriment de l'esprit de la montagne (partage, liberté, sobriété, préservation) et de l'environnement qu'il faut à tout prix protéger.",2162,2025-04-28 14:56:00,Anonymisé
Un véritable scandade écologique... Une honte pour la France de proposer ce genre de projet dans un territoire aussi riche et sensible que le Vercors.,2161,2025-04-28 14:55:00,Anonyme
"j espere que ce projet n'aboutira pas.
1 - cela dénaturera le paysage
2 - le réchauffement climatique , la neige est déja limite.
3- les places de parking , c est déja la croix la banniere.

l'argent, toujours l'argent....",3030,2025-04-29 16:22:00,Anonyme
Je suis contre ce projet,3029,2025-04-29 16:22:00,Anonyme
"Par rapport aux éléments évoqués par le comité Vercors Citoyen.ne.s, je suis contre ce projet d'UTNS.
Les ressources en eau de source sont déjà restreintes à certaines périodes.
Il n'est donc pas souhaitable d'augmenter la consommation.",3028,2025-04-29 16:21:00,Anonymisé
Contre le projet,3027,2025-04-29 16:16:00,Anonyme
"Bonjour,
je vis en Haute-Loire à la campagne et je suis très soucieuse de tous les problèmes environnementaux et je suis totalement opposée à tout projet ayant une quelconque incidence sur la faune et la nature. Je vais dans le Vercors depuis bien longtemps grâce à ma belle-soeur et je ne veux surtout pas qu'il y ait quoi que ce soit qui change sur ce beau plateau . Je vous joins le mot qu'elle a écrit et qui est tout à fait représentatif de ce que je pense et je m'oppose donc à ce projet comme elle et tant d'autres ! Pensons à l'avenir de notre planète !!
Cordialement
Fabienne JOUVE



Bonjour,

Étant une amoureuse du Vercors depuis mon plus jeune âge (cad depuis plus de 50 ans), j'ai toujours apprécié que ce beau plateau soit un endroit familial, accessible à tous, respectueux de l'environnement, du terroir et de son histoire si riche.

Je suis CONTRE ce projet pour plusieurs raisons:

- il me semble nécessaire de garder le côté familial du plateau et d'éviter un tourisme de luxe qui ne correspond pas au tourisme traditionnel du Vercors. Laisser ce tourisme de luxe aux grandes stations de Tarentaise par exemple et conserver le tourisme familial qui correspond au Vercors et qui permet ainsi à chaque personne, en fonction de ses priorités, envies et revenus d'accéder à nos belles montagnes. Surtout ne pas changer la mentalité du Vercors qui est si chère aux amoureux de ce petit coin de paradis.

- il me semble indispensable, avant de construire de nouveaux bâtiments et de bétonner ces belles zones de nature, de réhabiliter les logements existants et ainsi d'améliorer l'offre existante.

-je pense que ce projet à haut impact environnemental n'aura pas les résultats économiques escomptés et qu'il faut au contraire penser, imaginer ""la montagne de demain"" d'une façon plus respectueuse de notre environnement et des répercussions du réchauffement climatique sur nos montagnes.

Je vous remercie de prendre en considération mon avis.
Bien cordialement
Isabelle Merle",3026,2025-04-29 16:13:00,Anonymisé
Je souhaite au projet de voir le jour afin d'optimiser le futur de cette magnifique station.,3025,2025-04-29 16:12:00,Anonyme
La principale remarque que nous formulons (mon épouse et moi) résident permanent de la route des Clots qui se situe dans un environnement proche du fonctionnement de la station de ski des balcons de Villard concerne l’impact de la nature et de l’ampleur des activités « Outdoor » générées par cette nouvelle unité touristique particulièrement sur les espaces sensibles en zone naturelle ou agricoles (en dehors des secteurs concédés des pistes de ski alpin de la station existante) particulièrement par la sur fréquentation de VTT et autres engins électrifiés . De façon général par le risque de sur fréquentation des espaces montagnards fragiles. Ceci alors que nous pouvons en mesurer déjà l’impacte lors des vacances scolaires et week-end alors que ce secteur du Vercors joue déjà un rôle de loisir « Outdoor » pour les agglomérations : grenobloise voir Lyonnaise ou Valentinoise.,3024,2025-04-29 16:12:00,Anonymisé
"Je suis favorable au projet Parker. Une station qui n'avance pas, disparaît peu à peu. Villard de Lans ne possède pas un parc de logements adapté aux besoins aux demandes de la clientèle actuelle. Chaque initiative, chaque construction permet à la station d'envisager l'avenir. De faire venir durant l'hiver hors vacances la clientèle de manière importante D'envisager d'attirer des personnes hors hiver, hors été dans des structures, des locations adaptées à notre époque. À l'image des stations savoyarde, tout comme La Cluzat
( même altitude que Villard) dont le plan ambitieux, tout comme celui de Tony Parker, veut installer cette station dans l'avenir et passer le mieux possible l'obstacle du réchauffement climatique.",3023,2025-04-29 16:11:00,Anonyme
"Bonjour, je suis contre le projet. Un lieu de vacances haut de gamme sur le site de la station de Villard de Lans est un non sens. Le public cible ne vient pas à Villard de Lans et ne viendra pas demain. Développer la station et ses environs pour et avec les usagers actuels. Cordialement",3022,2025-04-29 16:11:00,Anonyme
"Bonjour,  je suis totalement contre ce projet qui est complètement inadapté au contexte du Vercors et ne s'inscrit absolument pas dans une vision durable et écologique. Il faut songer à préserver le coté nature et familial du Vercors.  Il serait plus judicieux de faire évoluer les structures actuelles et de garder le positionnement touristique familial actuel et laisser le postionnement de luxe aux grandes stations de Savoie!
Merci de prendre en compte mon avis.
Bien cordialement
Patrick Merle",3021,2025-04-29 16:10:00,Anonymisé
"Projet démesuré, sans prise en compte de l'évolution de la montagne et du climat...
Trop de dépenses pour une frange de clients ultra riches...
J'aime beaucoup le Vercors, respectez le.",2500,2025-04-28 22:16:00,Anonymisé
